movie_id,person_id,character_name,gender_id,cast_order
285,85,"Captain Jack Sparrow",2,0
285,114,"Will Turner",2,1
285,116,"Elizabeth Swann",1,2
285,1640,"William Bootstrap Bill Turner",2,3
285,1619,"Captain Sao Feng",2,4
285,2440,"Captain Davy Jones",2,5
285,118,"Captain Hector Barbossa",2,6
285,1709,"Admiral James Norrington",2,7
285,2449,"Joshamee Gibbs",2,8
285,2441,"Lord Cutler Beckett",2,9
285,2038,"Tia Dalma",1,10
285,378,"Governor Weatherby Swann",2,11
285,1430,"Captain Teague Sparrow",2,12
285,1710,Pintel,2,13
285,1711,Ragetti,2,14
285,4031,"Lieutenant Theodore Groves",2,15
285,1715,Cotton,2,16
285,4030,Marty,2,17
285,939,"Ian Mercer",0,18
285,2450,Scarlett,1,19
285,2452,Giselle,1,20
285,1714,Mullroy,2,21
285,1713,Murtogg,0,22
285,22075,"Tai Huang",2,23
285,61259,"Henry Turner",2,24
285,33500,"Mistress Ching",1,25
285,1224149,"Lieutenant Greitzer",2,26
285,429401,Hadras,2,27
285,1123,Clacker,0,28
285,1056117,Penrod,2,29
285,21700,"Cotton's Parrot (voice)",2,30
285,1430,"Captain Teague",2,31
285,2603,"Captain Jocard",2,32
285,70577,"Captain Ammand",0,33
559,2219,"Peter Parker / Spider-Man",2,0
559,205,"Mary Jane Watson",1,1
559,17051,"Harry Osborn / New Goblin",2,2
559,19159,"Flint Marko / Sandman",2,3
559,17052,"Eddie Brock / Venom",2,4
559,18997,"Gwen Stacey",1,5
559,18998,"May Parker",1,6
559,2505,"Captain Stacey",2,7
559,18999,"J. Jonah Jameson",2,8
559,9207,"Mrs. Marko",1,9
559,19152,"Dr. Curt Connors",2,10
559,5502,"Joseph Robertson",2,11
559,9281,"Miss Brant",1,12
559,11769,Hoffman,2,13
559,6585,"Penny Marko",1,14
559,5293,"Norman Osborn / Green Goblin",2,15
559,19153,"Ben Parker",0,16
559,2368,"Mr. Ditkovitch",2,17
559,20645,Ursula,1,18
559,20582,"Dennis Carradine / Carjacker",2,19
559,20580,"Flash Thompson",2,20
559,7624,"Man in Times Square",2,21
559,11357,"Mau00eetre d",2,22
559,19155,Pianist,2,23
559,7628,Driver,0,24
559,19154,"John Jameson",2,25
559,19326,Houseman,0,26
559,59206,"Mrs. Stacy",1,27
559,78311,Photographer,2,28
559,116627,Anchorman,0,29
559,113608,"Jennifer Dugan",1,30
559,99932,"Congratulatory Woman at Daily Bugle",1,31
559,552526,"Crane Disaster Radio Policeman",2,32
559,1226471,"Play Director",2,33
559,159456,"Play Producer",2,34
559,105701,"Jazz Club Manager",2,35
559,66653,"Precinct Detective",2,36
559,1451076,"Emergency Room Doctor",2,37
559,11766,"Crane Operator",0,38
559,1781288,"Woman Outside Theater",1,39
559,1739821,"Police Detective",0,40
559,1735986,"New Jersey State Policeman",0,41
559,1781297,"New Jersey State Policeman",0,42
559,1435965,"Test Site Technician",1,43
559,1781298,"Test Site Technician",0,44
559,233298,"Test Site Technician",2,45
559,60490,"Test Site Technician",2,46
559,175606,"Test Site Technician",0,47
559,1656631,"Test Site Technician",1,48
559,173163,"ICU Nurse",0,49
559,1781299,"Cop at Crane Disaster",0,50
559,1781300,"Mary Jane's Replacement",1,51
559,1781301,"Boy at Key to the City Ceremony",0,52
559,1781302,Councilwoman,1,53
559,53257,"Policeman at Sand Truck",2,54
559,92486,"Policeman at Sand Truck",0,55
559,52946,"Armored Car Driver",2,56
559,1781303,"Newstand Patron",0,57
559,98396,"Newstand Patron",0,58
559,558055,"Newstand Patron",1,59
559,1781304,"Coffee Shop Waitress",1,60
559,1781307,"Jazz Club Waitress",1,61
559,193946,"Jazz Club Bouncer",2,62
559,1446719,"Photoshoot Client",0,63
559,1781308,"Businessman (uncredited)",0,64
559,1781309,"Theater Attendee (uncredited)",0,65
559,1781310,"Pedestrian (uncredited)",0,66
559,1781311,"I.C.U Nurse (uncredited)",1,67
559,1653331,"NYPD Officer (uncredited)",2,68
559,1781312,"Model (uncredited)",1,69
559,111243,"Bucket Boy (uncredited)",2,70
559,1781313,"News Reporter (uncredited)",1,71
559,1781194,"Photographer (uncredited)",0,72
559,1781318,"Rescued Girl (uncredited)",1,73
559,454223,"Photographer (uncredited)",0,74
559,232042,"Jazz Club Waitress (uncredited)",1,75
559,1496942,"Theater Patron (uncredited)",0,76
559,1209717,"Jazz Club Girl (uncredited)",1,77
559,1781325,"Columbia Grad Student (uncredited)",1,78
559,1509622,"New York City Commuter / Driver (uncredited)",2,79
559,1610271,"Girl at Key Ceremony (uncredited)",1,80
559,1781326,"Pedestrian (uncredited)",0,81
559,1781199,"A Spidey Kid (uncredited)",1,82
559,1781205,"A Spidey Kid (uncredited)",1,83
559,1781217,"A Spidey Kid (uncredited)",1,84
559,1781327,"Businessman (uncredited)",0,85
559,1636759,"Automobile Driver (uncredited)",0,86
559,1781328,"Spectator (uncredited)",0,87
559,1781329,"News Spectator (uncredited)",0,88
559,1781330,"Funeral Limo Driver (uncredited)",0,89
559,1639432,"News Reporter (uncredited)",0,90
559,1781331,"Cop (uncredited)",0,91
559,1781332,"Female New Yorker (uncredited)",1,92
559,1316667,"Jazz Club Bouncer (uncredited)",0,93
559,105632,"Girl at Key Ceremony (uncredited)",1,94
559,1781333,"Student (uncredited)",0,95
559,1292243,"ER Nurse (uncredited)",1,96
559,1781334,"Dog Walker (uncredited)",1,97
559,1752230,"Observer (uncredited)",0,98
559,1781221,"Businesswoman (uncredited)",1,99
559,570374,"Woman in Court (uncredited)",1,100
559,1246221,"British Publicist (uncredited)",1,101
559,1781344,"Shocked Pedestrian (uncredited)",1,102
559,1781345,"Journalist (uncredited)",1,103
559,1781346,"Girl Screaming in Camaro (uncredited)",1,104
559,1781347,"Kid in Times Square (uncredited)",0,105
559,163930,"Oscorp Receptionist (uncredited)",1,106
559,1781348,"Girl in Times Square (uncredited)",1,107
559,1697017,"Robbie's Assistant (uncredited)",1,108
559,1781349,"Theatergoer (uncredited)",0,109
559,1480150,"Businessman (uncredited)",0,110
559,1178562,"Beautiful Girl (uncredited)",1,111
559,1344665,"Beautiful Woman (uncredited)",1,112
559,118389,"Police Officer (uncredited)",0,113
559,1781350,"Beautiful Woman (uncredited)",1,114
559,1781351,"Beautiful Woman (uncredited)",0,115
559,60127,"Businesswoman (uncredited)",1,116
559,1781352,"Pedestrian (uncredited)",0,117
559,1422991,"Sandman Victim (uncredited)",1,118
559,106147,"Bad Girl (uncredited)",1,119
559,1691382,"City Hall Cheerer (uncredited)",0,120
559,1781353,"Guy with Ticket (uncredited)",0,121
559,1367833,"Jazz Club Beatnik (uncredited)",0,122
559,1781354,"Jazz Club Guest (uncredited)",0,123
559,1781355,"Cafu00e9 Girl (uncredited)",1,124
559,1781356,"Jazz Club Patron (uncredited)",1,125
559,1340943,"Jazz Club Waitress (uncredited)",1,126
559,211964,"Firefighter (uncredited)",0,127
559,1781358,"Police Officer (uncredited)",0,128
559,1778304,"Broadway Audience Member (uncredited)",0,129
559,1781359,"Jazz Club Musician (uncredited)",0,130
559,1781360,"Girl in Cab (uncredited)",1,131
559,1454306,"Model (uncredited)",1,132
559,1781361,"Hot Girl (uncredited)",0,133
559,1781362,"Beautiful Woman (uncredited)",1,134
559,1781365,"Bar Patron #5 (uncredited)",0,135
559,1614425,"Model (uncredited)",1,136
559,567242,"Model (uncredited)",0,137
559,1781366,"Student (uncredited)",0,138
559,1781368,"Restaurant Patron (uncredited)",0,139
559,1225878,"ER Nurse (uncredited)",1,140
559,1781371,"City Hall Cheerer (uncredited)",0,141
559,1368459,"Spectator (uncredited)",2,142
767,10980,"Harry Potter",2,0
767,10989,"Ron Weasley",2,1
767,10990,"Hermione Granger",1,2
767,10993,"Draco Malfoy",2,3
767,5658,"Albus Dumbledore",2,4
767,388,"Horace Slughorn",2,5
767,1283,"Bellatrix Lestrange",1,6
767,1923,"Rubeus Hagrid",2,7
767,10978,"Minerva McGonagall",1,8
767,4566,"Severus Snape",2,9
767,9191,"Peter Pettigrew",2,10
767,11207,"Remus Lupin",2,11
767,477,"Molly Weasley",1,12
767,96841,"Neville Longbottom",2,13
767,140367,"Luna Lovegood",1,14
767,10991,"Ginny Weasley",1,15
767,140368,"George Weasley",2,16
767,96851,"Fred Weasley",2,17
767,20999,"Arthur Weasley",2,18
767,11184,"Filius Flitwick",2,19
767,3300,"Nymphadora Tonks",1,20
767,234933,"Cho Chang",1,21
767,60348,"Fenrir Greyback",2,22
767,10988,"Lily Potter",1,23
767,15737,"Narcissa Malfoy",1,24
767,234934,"Cormac McLaggen",2,25
767,11180,"Argus Filch",2,26
767,964834,"Tom Riddle (16 Years)",2,27
767,1114487,"Tom Riddle (11 Years)",0,28
767,9138,"Poppy Pomfrey",1,29
767,234926,"Padma Patil",1,30
767,234925,"Parvati Patil",0,31
767,174398,"Katie Bell",1,32
767,234922,"Seamus Finnigan",2,33
767,234929,"Romilda Vane",1,34
767,11212,"Gregory Goyle",2,35
767,956224,"Vincent Crabbe",2,36
767,234928,"Pansy Parkinson",1,37
767,234924,"Lavender Brown",1,38
767,234927,"Blaise Zabini",0,39
767,234923,"Dean Thomas",0,40
767,1796454,"Marcus Belby",0,41
767,568374,"Nigel Wolpert",0,42
767,52888,"Eldred Worple",2,43
767,234930,Leanne,0,44
767,202032,"Amycus Carrow",2,45
767,568378,"Alecto Carrow",1,46
767,234919,"Thorfinn Rowle",2,47
767,89387,Waitress,0,48
1452,17271,"Superman / Clark Kent",2,0
1452,1979,"Lex Luthor",2,1
1452,7517,"Lois Lane",1,2
1452,11006,"Richard White",2,3
1452,7489,"Kitty Kowalski",1,4
1452,8924,"Perry White",2,5
1452,53492,"Jimmy Olsen",0,6
1452,2639,"Martha Kent",1,7
1452,3084,Jor-El,2,8
1452,53493,Stanford,2,9
1452,53494,"Jason White",2,10
1452,41318,Brutus,2,11
1452,1224391,Riley,0,12
1452,1272955,Grant,0,13
1452,193763,"Bo the Bartender",2,15
1452,243805,"Gertrude Vanderworth",1,16
1452,1252837,"Boy with Camera",2,17
1452,971458,"Little Girl",1,18
58,85,"Captain Jack Sparrow",2,0
58,114,"Will Turner",2,1
58,116,"Elizabeth Swann",1,2
58,1640,"William Bootstrap Bill Turner",2,3
58,2440,"Captain Davy Jones",2,4
58,1709,"James Norrington",2,5
58,2449,"Joshamee Gibbs",2,6
58,378,"Governor Weatherby Swann",2,7
58,1710,Pintel,2,8
58,1711,Ragetti,2,9
58,2441,"Lord Cutler Beckett",2,10
58,2038,"Tia Dalma",1,11
58,1715,Cotton,2,12
58,4030,Marty,2,13
58,939,"Ian Mercer",0,14
58,2451,"Captain Bellamy",2,15
58,118,"Captain Hector Barbossa",2,16
58,191751,Maccus,2,17
58,1123,Clanker,0,18
58,11283,Koleniko,2,19
58,22075,Headless,2,20
58,64102,"Jimmy Legs",2,21
58,1229277,Ogilvey,0,22
58,140452,Burser,0,23
58,10960,"Burser - Edinburgh",2,24
58,25441,"Quartermaster - Edinburgh",2,25
58,2450,Scarlet,1,26
58,2452,Giselle,1,27
58,82636,"Frightened Sailor",2,28
58,1254626,"Black Pearl Pirate",2,29
58,429401,Ho-Kwan,2,30
58,1056117,"Penrod (uncredited)",2,31
58,21700,"Cotton's Parrot (voice)",2,32
2454,25130,"Prince Caspian",2,0
2454,5528,"Peter Pevensie",2,1
2454,5529,"Susan Pevensie",1,2
2454,5527,"Edmund Pevensie",2,3
2454,5526,"Lucy Pevensie",1,4
2454,2166,"King Miraz",2,5
2454,25132,"Queen Prunaprismia",1,6
2454,22970,Trumpkin,2,7
2454,11184,Nikabrik,2,8
2454,25133,"Doktor Cornelius",2,9
2454,17839,"Lord Glozell",2,10
2454,7370,"Lord Sopespian",2,11
2454,24496,"Lord Scythley",2,12
2454,12044,"Lord Donnon",2,13
2454,25134,Asterius,2,14
2454,25135,Glenstorm,2,15
2454,3896,"Aslan (voice)",2,16
2454,25136,Tru00fcffelju00e4ger,2,17
2454,3063,"White Witch",1,18
2454,1926,Reepicheep,2,19
2454,107943,Hag,1,20
1865,85,"Captain Jack Sparrow",2,0
1865,955,"Angelica Teach",1,1
1865,6972,"Captain Edward Blackbeard Teach",2,2
1865,2449,"Joshamee Gibbs",2,3
1865,118,"Captain Hector Barbossa",2,4
1865,237455,"Philip Swift",2,5
1865,469759,Syrena,0,6
1865,1115,Scrum,2,7
1865,4031,"Lieutenant Theodore Groves",2,8
1865,1712,"Lieutenant Gillette",0,9
1865,59129,"The Spaniard",2,10
1865,10983,"King George II",2,11
1865,1430,"Captain Teague Sparrow",2,12
1865,55901,Tamara,0,13
1865,5309,"High Society Lady",1,14
1865,199975,Quartermaster,2,15
1865,88392,"Cabin Boy",2,16
1865,8399,Ezekiel,2,17
1865,77955,Garheng,2,18
1865,83814,Purser,2,19
1865,75076,Cook,2,20
1865,51300,Master-at-Arms,2,21
1865,58758,Gunner,2,22
1865,229634,"King Ferdinand of the Spanish Empire",2,23
1865,27397,"John Carteret",2,24
1865,11279,"Prime Minister Henry Pelham",2,25
1865,110075,Salaman,2,26
1865,1321379,Derrick,2,27
1865,1310385,Yeoman,0,28
1865,1797040,"Justice Smith",0,29
1865,214581,"Captain of the Guard",2,30
1865,1331023,"English Girl",1,31
1865,1770474,Mermaid,0,32
1865,1269611,"Queen Anne's Pirate (uncredited)",2,33
1865,1770475,"British Sailor (uncredited)",0,34
1930,37625,"Peter Parker / Spider-Man",2,0
1930,54693,"Gwen Stacy",1,1
1930,7026,"Dr. Curt Connors / The Lizard",2,2
1930,5724,"Captain Stacy",2,3
1930,55152,"Richard Parker",2,4
1930,76793,"Rajit Ratha",2,5
1930,8349,"Uncle Ben",2,6
1930,35,"Aunt May",1,7
1930,558928,"Peter Parker (Age 4)",2,8
1930,231547,"Flash Thompson",2,9
1930,6368,"Mary Parker",1,10
1930,1111328,"Cash Register Thief",2,11
1930,59261,"Missy Kallenback",1,12
1930,205976,"Sally Avril",1,13
1930,2878,"Jack's Father",2,14
1930,7624,"School Librarian",2,15
1930,9289,"Man in the Shadows",2,16
1930,20582,"Alfie (uncredited)",2,17
1930,156989,"Helen Stacy",2,18
1930,1424715,"Philip Stacy",2,19
1930,61263,"Howard Stacy",2,20
1930,930322,"Simon Stacy",2,21
1930,1315833,Jack,0,22
1930,91658,"Mr. Cramer",2,23
1930,157146,"Miss Ritter",1,24
1930,96753,"Nicky's Girlfriend",1,25
1930,1338023,"Store Clerk",0,26
1930,1232365,Gordon,0,27
1930,1338034,"Physics Nerd",0,28
1930,1338061,"Physics Nerd",0,29
1930,1338215,Nicky,0,30
1930,15318,"Car Thief",2,31
1930,66668,"Car Thief Cop",0,32
1930,932116,"Police Officer",2,33
1930,979075,"Officer (SWAT)",2,34
1930,58510,"Newscaster (News Chopper)",2,35
1930,118494,Receptionist,1,36
1930,1183671,"OsCorp Intern",2,37
1930,1657618,"Rodrigo Guevara",2,38
1930,1983,"Construction Worker",2,39
1930,1477809,"Taxi Driver",2,40
1930,1236007,"Police Officer with Sketch",2,41
1930,68430,"Sheila (Subway)",1,42
1930,14050,"Subway Guy",2,43
1930,1219576,Principal,2,44
1930,63470,"Second Girl (Subway)",1,45
1930,1187106,Ariel,1,46
1930,1059597,"Gossip Girl (uncredited)",1,47
1930,1657635,"Science Teacher (uncredited)",1,48
1930,1355105,"Scientist (uncredited)",2,49
1930,63280,"Lab Technician (uncredited)",2,50
1930,984614,"Billy Connors (uncredited)",2,51
1930,1657642,"Cheerleader (uncredited)",1,52
1930,167263,"Goth Girl (uncredited)",1,53
1930,1657643,"Tina (uncredited)",1,54
1930,1499460,"Pedestrian (uncredited)",1,55
1930,1265835,"Oscorp Intern (uncredited)",1,56
2268,45589,"Lyra Belacqua",1,0
2268,2227,"Marisa Coulter",1,1
2268,8784,"Lord Asriel",2,2
2268,16431,"Lee Scoresby",2,3
2268,10912,"Serafina Pekkala",1,4
2268,1281,"Pantalaimon (voice)",2,5
2268,1327,"Iorek Byrnison (voice)",2,6
2268,45585,"Roger Parslow",2,7
2268,6972,"Ragnar Sturlusson (voice)",2,8
2268,5470,"Stelmania (voice)",1,9
2268,8534,"Hester (voice)",1,10
2268,20070,"John Faa",2,11
2268,14011,"Farder Coram",2,12
2268,113,"First High Councilor",2,13
2268,16358,"Fra Pavel",0,14
2268,45587,Master,2,15
2268,45586,"Mrs. Lonsdale",1,16
2268,937,"Magisterial Emissary",2,17
2268,45588,"Ma Coster",1,18
2268,142389,"Billy Costa",2,19
2268,1815740,"Tony Costa",0,20
2268,28959,"Kerim Costa",0,21
2268,1411061,"Jaxer Costa",0,22
2268,56103,"Sister Clara",1,23
2268,63608,"Bolvangar Official",2,24
2268,1075144,"Second in Command",0,25
2268,1563381,Gobbler,0,26
2268,1132749,Gobbler,2,27
2268,1105459,Witch,0,28
254,3489,"Ann Darrow",1,0
254,70851,"Carl Denham",2,1
254,3490,"Jack Driscoll",2,2
254,3491,"Captain Englehorn",2,3
254,3492,Preston,2,4
254,1333,"Kong / Lumpy",2,5
254,3493,Hayes,2,6
254,478,Jimmy,2,7
254,3494,Choy,2,8
254,3495,Herb,2,9
254,3496,Mike,2,10
254,3497,"Bruce Baxter",2,11
254,1166385,Manny,0,12
254,3541,Weston,2,13
254,81877,Harry,2,14
254,1047942,Maude,0,15
254,107754,Taps,2,16
254,214979,Zelman,2,17
254,199432,"Thuggish Executive",2,18
254,181186,"Sleazy Executive",0,19
254,1504590,"Studio Guy's Assistant",0,20
254,1205488,"Young Assistant",0,21
254,75892,"Fruit Vendor",2,22
254,173451,"Venture Crew",0,23
254,1097645,"Venture Crew",2,24
254,1169229,"Venture Crew",0,25
254,1064428,"Venture Crew",0,26
254,173539,"Venture Crew",0,27
254,1504591,"Venture Crew",0,28
254,75950,"Venture Crew",0,29
254,73889,"Venture Crew",2,30
254,173569,"Old Security Guard",2,31
254,1670104,"Hooverville Child",0,32
597,204,"Rose DeWitt Bukater",1,0
597,6193,"Jack Dawson",2,1
597,3713,"Ruth Dewitt Bukater",1,2
597,1954,"Caledon 'Cal' Hockley",2,3
597,8534,"Molly Brown",1,4
597,8535,"Old Rose",1,5
597,2053,"Brock Lovett",2,6
597,1369,"Captain Edward James Smith",2,7
597,2076,"Spicer Lovejoy",2,8
597,8536,"Thomas Andrews",2,9
597,8537,"Bruce Ismay",2,10
597,2179,"Lizzy Calvert",1,11
597,8538,"Lewis Bodine",0,12
597,8539,"Bobby Buell",2,13
597,8540,Fabrizio,2,14
597,8541,"Tommy Ryan",2,15
597,8543,"Isidor Straus",2,16
597,8544,"John Jacob Astor IV",2,17
597,8545,"Col. Archibald Gracie",2,18
597,3071,"1st Officer Murdoch",2,19
597,65524,"Fifth Officer Lowe",2,20
597,8547,"2nd Officer Lightoller",2,21
597,8548,"6th Officer Moody",0,22
597,8549,"Frederick Fleet",2,23
597,8550,"Reginald Lee",0,24
597,8551,"Jack Phillips",2,25
597,8552,"Cora Cartmell",1,26
597,8553,"Slovakian 3 Year Old Boy",2,27
597,1080265,"Benjamin Guggenheim",0,28
597,93215,"Anatoly Milkailavich",0,29
597,1054325,"Slovakian Father",2,30
597,41266,"Chief Officer Wilde",2,31
597,26863,"Quartermaster Rowe",2,32
597,1256066,"Quartermaster Hichens",0,33
597,63141,"Master at Arms",2,34
597,55957,"Madeleine Astor",1,35
